-1.0	-1.0	-0.922500928426
-1.0	-0.75	-0.92000049849
-1.0	-0.5	-0.917500151535
-1.0	-0.25	-0.914999887562
-1.0	0.0	-0.912499706571
-1.0	0.25	-0.909999608561
-1.0	0.5	-0.907499593533
-1.0	0.75	-0.904999661487
-1.0	1.0	-0.902499812423
-0.75	-1.0	-0.672501037062
-0.75	-0.75	-0.670000607125
-0.75	-0.5	-0.667500260171
-0.75	-0.25	-0.664999996198
-0.75	0.0	-0.662499815206
-0.75	0.25	-0.659999717197
-0.75	0.5	-0.657499702169
-0.75	0.75	-0.654999770123
-0.75	1.0	-0.652499921059
-0.5	-1.0	-0.422501122482
-0.5	-0.75	-0.420000692545
-0.5	-0.5	-0.417500345591
-0.5	-0.25	-0.415000081618
-0.5	0.0	-0.412499900627
-0.5	0.25	-0.409999802617
-0.5	0.5	-0.407499787589
-0.5	0.75	-0.404999855543
-0.5	1.0	-0.402500006479
-0.25	-1.0	-0.172501184686
-0.25	-0.75	-0.17000075475
-0.25	-0.5	-0.167500407795
-0.25	-0.25	-0.165000143822
-0.25	0.0	-0.162499962831
-0.25	0.25	-0.159999864821
-0.25	0.5	-0.157499849794
-0.25	0.75	-0.154999917748
-0.25	1.0	-0.152500068683
0.0	-1.0	0.077498776325
0.0	-0.75	0.0799992062615
0.0	-0.5	0.0824995532163
0.0	-0.25	0.0849998171893
0.0	0.0	0.0874999981805
0.0	0.25	0.09000009619
0.0	0.5	0.0925001112178
0.0	0.75	0.0950000432638
0.0	1.0	0.097499892328
0.25	-1.0	0.327498760552
0.25	-0.75	0.329999190489
0.25	-0.5	0.332499537443
0.25	-0.25	0.334999801416
0.25	0.0	0.337499982408
0.25	0.25	0.340000080417
0.25	0.5	0.342500095445
0.25	0.75	0.345000027491
0.25	1.0	0.347499876555
0.5	-1.0	0.577498767995
0.5	-0.75	0.579999197932
0.5	-0.5	0.582499544886
0.5	-0.25	0.584999808859
0.5	0.0	0.58749998985
0.5	0.25	0.59000008786
0.5	0.5	0.592500102888
0.5	0.75	0.595000034934
0.5	1.0	0.597499883998
0.75	-1.0	0.827498798654
0.75	-0.75	0.82999922859
0.75	-0.5	0.832499575545
0.75	-0.25	0.834999839518
0.75	0.0	0.837500020509
0.75	0.25	0.840000118519
0.75	0.5	0.842500133546
0.75	0.75	0.845000065592
0.75	1.0	0.847499914657
1.0	-1.0	1.07749885253
1.0	-0.75	1.07999928246
1.0	-0.5	1.08249962942
1.0	-0.25	1.08499989339
1.0	0.0	1.08750007438
1.0	0.25	1.09000017239
1.0	0.5	1.09250018742
1.0	0.75	1.09500011947
1.0	1.0	1.09749996853
